9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.711491227149963379e+00,1.283349633216857910e+00,1.293758630752563477e+00,5.687500238418579102e-01,9.375000000000000000e-02,5.312500000000000000e-01,3.125000000000000000e-02,-1.159645706476162497e+00,-2.514828069206910932e+00,-3.902514247366427602e-01,9.944315445255065811e+01,3.798177701657215799e+00,1.684010060892124905e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.217536628246307373e-01,-2.448201179504394531e+00,4.914138913154602051e-01,1.043750047683715820e+00,9.375000000000000000e-02,1.031250000000000000e+00,8.125000447034835815e-02,1.466754244882192193e+00,-3.365219384359277477e+00,5.598692075732094597e-01,9.864999942025367830e+01,9.170183231978459304e-01,-6.845531974843412082e-02
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.818929672241210938e-01,1.827305555343627930e+00,-1.603856205940246582e+00,2.056250095367431641e+00,6.875000149011611938e-02,2.018749952316284180e+00,8.125000447034835815e-02,1.217053356002246112e+01,-3.971361262616799781e+00,-7.492050420869045269e+00,8.724257349572869202e+01,5.798666858905636268e+00,5.888194174440675610e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.348631739616394043e-02,2.434450149536132812e+00,-5.662084221839904785e-01,2.168750047683715820e+00,6.875000149011611938e-02,2.168750047683715820e+00,3.125000000000000000e-02,4.374206356969532195e+00,-4.214322794139447659e+00,-2.321198556423785142e+00,9.567427996064357387e+01,6.648772879702871563e+00,1.754990118889284467e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.422644019126892090e-01,9.187412261962890625e-01,-2.260943174362182617e+00,5.631249904632568359e+00,9.375000000000000000e-02,5.606250286102294922e+00,9.375000000000000000e-02,-7.553244929745718261e-01,1.391810532771557751e+00,-1.311345409031054343e+00,1.002080600966729946e+02,-4.730693062447816621e-01,-9.495977311589340886e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.006722211837768555e+00,5.881260633468627930e-01,-1.370099663734436035e+00,9.081250190734863281e+00,4.374999925494194031e-02,9.031250000000000000e+00,5.625000223517417908e-02,4.401001642740186526e+01,-1.450468047545070149e+01,-2.791376127093310622e+00,5.397826125739243253e+01,1.509280656703040613e+01,1.421276404422536110e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.466765880584716797e+00,-1.222945213317871094e+00,1.613382458686828613e+00,2.062499970197677612e-01,1.312500089406967163e-01,2.437500059604644775e-01,1.312500089406967163e-01,5.848109745050760644e+00,5.142736639976199786e-01,-7.248298595086942520e+00,9.268012442598116252e+01,-1.737218819556357596e+00,8.861681113122777731e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.724689126014709473e-01,-2.017767190933227539e+00,-1.110369205474853516e+00,2.668750047683715820e+00,1.062500029802322388e-01,2.681250095367431641e+00,1.562500000000000000e-01,5.645099532295030365e-01,-3.047730130051272468e+00,2.284269694819493157e+00,9.845802111307989435e+01,1.029962945211339242e+00,-3.394638895031168779e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.201229661703109741e-02,-2.031641006469726562e+00,-1.456251978874206543e+00,4.581250190734863281e+00,1.437499970197677612e-01,4.506249904632568359e+00,1.062500029802322388e-01,-3.335163668159902284e-01,-1.835787087342804380e+00,-1.215607811052138859e-01,1.003705286627422453e+02,-1.958539035499341496e-01,-1.334691206393583185e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.950981259346008301e+00,1.276101708412170410e+00,-9.029044508934020996e-01,4.681250095367431641e+00,1.187499985098838806e-01,4.681250095367431641e+00,1.062500029802322388e-01,-2.097689403261536523e+00,3.497755957596456744e-01,-2.190612144994139726e-02,1.001417081356569980e+02,9.263261467050224462e-01,-8.809983232960627575e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.217550277709960938e+00,-4.075736701488494873e-01,-1.079978942871093750e+00,5.256249904632568359e+00,1.812500059604644775e-01,5.268750190734863281e+00,1.437499970197677612e-01,1.936094737832674895e+01,-1.122104104688323334e+00,2.432124137069710645e+00,8.285160287094809917e+01,7.145304319254084380e-01,-3.512103115196011149e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.604855507612228394e-01,-1.561571955680847168e+00,1.945697188377380371e+00,8.368750572204589844e+00,1.437499970197677612e-01,8.381250381469726562e+00,1.687500029802322388e-01,1.596771876565903803e+00,2.329704945797114402e+00,-2.758615427119377905e+00,9.823774257412119937e+01,-3.891276847656063520e+00,4.704312624474661142e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.468468070030212402e+00,1.903582096099853516e+00,6.855485439300537109e-01,8.793749809265136719e+00,1.562500000000000000e-01,8.781250000000000000e+00,1.062500029802322388e-01,1.357251640034579232e+01,-4.406611691437847256e+00,1.461423661527436968e+00,8.789095161566237380e+01,6.310193816051138604e+00,-7.758751360343132397e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.634600043296813965e+00,-1.712791085243225098e+00,8.027636408805847168e-01,8.843750000000000000e+00,1.562500000000000000e-01,8.856249809265136719e+00,1.312500089406967163e-01,9.920128061293267763e+01,2.667228683249499577e-01,3.227125633432343932e+00,-8.408806414749048219e-01,-1.979513945806843145e+00,-2.424361987270821306e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.137804508209228516e+00,9.800771474838256836e-01,-8.480806350708007812e-01,6.562500000000000000e-01,2.562499940395355225e-01,6.312500238418579102e-01,2.687500119209289551e-01,7.518652157665505875e+00,7.345390942311875726e+00,-5.327949231220065585e+00,9.033854334918503071e+01,-6.365313821893298751e+00,4.479868582263577537e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.159287929534912109e+00,1.289372682571411133e+00,-1.800991296768188477e+00,7.687500119209289551e-01,2.687500119209289551e-01,7.062500119209289551e-01,2.812500000000000000e-01,2.412017195707857997e+00,1.474179716930836825e+00,-2.262760440071029056e+00,9.874227070226113767e+01,-1.848070200211857639e-01,4.617691524542890114e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.069319605827331543e+00,1.174260377883911133e+00,-1.930716991424560547e+00,9.937500357627868652e-01,2.812500000000000000e-01,9.937500357627868652e-01,2.812500000000000000e-01,5.018994671756300363e+01,-7.464517494369246720e+00,1.596735368906679220e+00,5.087437284237090296e+01,8.638777898721977877e+00,-3.527452381185732122e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.872787624597549438e-01,1.826951384544372559e+00,1.696223855018615723e+00,4.656250000000000000e+00,2.687500119209289551e-01,4.693749904632568359e+00,2.187500000000000000e-01,7.127208052909731473e-01,2.493270056060658657e+00,1.962643332097920190e+00,9.909500043294262639e+01,-6.663186403530131363e-01,-2.664195290452344711e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.348075717687606812e-02,8.259400725364685059e-01,2.358769416809082031e+00,4.706250190734863281e+00,2.812500000000000000e-01,4.706250190734863281e+00,2.687500119209289551e-01,2.807965852278059948e+00,-9.650278261114233480e-01,4.324371637990466866e+00,9.712355338904204416e+01,1.790967908301299927e+00,-1.965602218590137396e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.160178661346435547e+00,-6.736202239990234375e-01,1.062950730323791504e+00,6.431250095367431641e+00,2.812500000000000000e-01,6.431250095367431641e+00,2.062499970197677612e-01,-1.408081856142558985e+00,-2.342936617273144062e+00,-1.361691582596784356e+00,9.924290327372942500e+01,1.669316417226428984e+00,2.424642342591024846e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.569618821144104004e+00,1.667570829391479492e+00,1.002748370170593262e+00,1.437499970197677612e-01,3.687500059604644775e-01,1.187499985098838806e-01,3.062500059604644775e-01,3.628300553009511020e+01,-2.137878150053758031e+00,-5.546970145821934040e+00,6.528161334315315401e+01,3.805448943848785515e+00,6.549718489332900795e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.154908657073974609e-01,3.472497165203094482e-01,-2.440652608871459961e+00,1.368749976158142090e+00,3.187499940395355225e-01,1.356250047683715820e+00,3.062500059604644775e-01,3.842600328098473295e+00,-6.339683140018431695e-01,-4.329515358601370600e+00,9.656789055003396527e+01,9.812180165316896074e-01,1.888862787203574367e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.917089700698852539e-01,1.358441829681396484e+00,1.899866104125976562e+00,2.268749952316284180e+00,3.062500059604644775e-01,2.243750095367431641e+00,3.937500119209289551e-01,1.395777008324701463e+01,4.853667127622788513e+00,-3.873336260587371349e+00,8.692893887109978834e+01,-3.495225325708505970e+00,5.773202311535508890e+00
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.314485788345336914e+00,-8.562719225883483887e-01,3.999418616294860840e-01,3.431250095367431641e+00,3.812499940395355225e-01,3.493750095367431641e+00,3.687500059604644775e-01,-1.944547441686231393e+00,-1.840666362815304158e+00,-2.373188745097968011e-01,9.962506157062760792e+01,9.843944128346078237e-01,6.372607457080705640e-01
9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.730402052402496338e-01,-1.664623498916625977e+00,1.845122694969177246e+00,7.606250286102294922e+00,3.812499940395355225e-01,7.643750190734863281e+00,3.562500178813934326e-01,-3.746034033825801357e-01,-1.474689209612067176e+00,3.002936104502905157e-01,1.006426436170604148e+02,-1.899342898820867431e-01,1.544829053937162522e+00
