0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.012502431869506836e+00,1.936577916145324707e+00,-1.214291930198669434e+00,2.941149473190307617e+00,7.368750095367431641e+00,3.010259389877319336e+00,7.326419353485107422e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.105334758758544922e+00,9.895986318588256836e-01,-9.155654311180114746e-01,3.528649568557739258e+00,7.843750000000000000e+00,3.560413122177124023e+00,7.747668743133544922e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.302687168121337891e+00,1.058425188064575195e+00,1.852766156196594238e+00,3.128649473190307617e+00,8.731249809265136719e+00,3.113591432571411133e+00,8.697941780090332031e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.441456913948059082e+00,9.222950339317321777e-01,-1.822518467903137207e+00,7.828649044036865234e+00,9.687500000000000000e-01,7.799458503723144531e+00,1.009902358055114746e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.447639942169189453e+00,2.524281740188598633e-01,4.419717490673065186e-01,9.416149139404296875e+00,1.018750071525573730e+00,9.503442764282226562e+00,1.057249665260314941e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.271339297294616699e+00,1.904262661933898926e+00,1.003733158111572266e+00,4.416149616241455078e+00,2.468750000000000000e+00,4.436284542083740234e+00,2.376291036605834961e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.292001128196716309e-01,2.163972616195678711e+00,1.176014542579650879e+00,5.266149520874023438e+00,8.793749809265136719e+00,5.245449542999267578e+00,8.739819526672363281e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.518482446670532227e-01,-2.142357826232910156e+00,9.667768478393554688e-01,3.628649473190307617e+00,2.206249952316284180e+00,3.597123384475708008e+00,2.210266351699829102e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.205839872360229492e+00,2.136672139167785645e-01,2.179517507553100586e+00,2.903649568557739258e+00,9.993750572204589844e+00,2.961024999618530273e+00,9.957096099853515625e+00
0.000000000000000000e+00,9.999500274658203125e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.697277665138244629e+00,-7.688043713569641113e-01,-1.666789889335632324e+00,1.403649568557739258e+00,8.118750572204589844e+00,1.437028765678405762e+00,8.078206062316894531e+00
